P1,-0.5,-1.5,1.5,-1.5,-1.5,-1.5,-1.5,-0.5,-1.5,-0.5,1.5,1.5,-1.5,0.5,1.5,1.5,1.5,-0.5,-1.5,1.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P2,-1.5,-1.5,-1.5,1.5,-1.5,-1.5,-0.5,0.5,1.5,-1.5,1.5,0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,-1.5,1.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P3,0.5,0.5,0.5,-0.5,-1.5,-1.5,-1.5,-1.5,1.5,-0.5,1.5,1.5,-0.5,-0.5,1.5,1.5,-1.5,1.5,-1.5,1.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P4,1.5,-1.5,-1.5,0.5,1.5,1.5,-1.5,-0.5,0.5,-1.5,1.5,1.5,-1.5,-1.5,0.5,0.5,1.5,1.5,1.5,1.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P5,1.5,-0.5,-0.5,1.5,-0.5,1.5,0.5,1.5,-0.5,0.5,1.5,-1.5,0.5,0.5,-1.5,1.5,-0.5,-1.5,-0.5,1.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P6,1.5,-0.5,1.5,-0.5,0.5,1.5,0.5,-0.5,1.5,-0.5,1.5,-1.5,-1.5,-0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P7,1.5,0.5,-1.5,0.5,-0.5,1.5,0.5,0.5,1.5,1.5,1.5,-0.5,0.5,-1.5,-0.5,-0.5,1.5,0.5,-1.5,0.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P8,-0.5,0.5,1.5,-0.5,-0.5,-1.5,1.5,1.5,1.5,-0.5,1.5,-1.5,-0.5,0.5,1.5,1.5,-1.5,1.5,0.5,1.5,1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P9,0.5,0.5,0.5,1.5,-0.5,-0.5,-0.5,0.5,-1.5,-0.5,1.5,-1.5,1.5,-1.5,-0.5,-1.5,-0.5,-1.5,0.5,-0.5,1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P10,-0.5,-0.5,-0.5,0.5,1.5,-1.5,0.5,0.5,1.5,0.5,1.5,1.5,0.5,-1.5,-1.5,-0.5,-1.5,-0.5,-0.5,-0.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P11,0.5,-0.5,-0.5,0.5,-1.5,-0.5,0.5,0.5,-0.5,0.5,1.5,0.5,1.5,0.5,0.5,-1.5,0.5,1.5,0.5,0.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P12,-0.5,0.5,1.5,1.5,1.5,1.5,-1.5,-1.5,0.5,0.5,1.5,0.5,1.5,1.5,-0.5,1.5,1.5,0.5,1.5,-0.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P13,1.5,-0.5,-0.5,-0.5,-0.5,-1.5,-1.5,-0.5,-0.5,-1.5,1.5,1.5,0.5,0.5,-0.5,1.5,-0.5,0.5,0.5,1.5,1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P14,-0.5,0.5,0.5,0.5,-1.5,0.5,1.5,-0.5,0.5,1.5,1.5,-1.5,-0.5,-0.5,-0.5,-0.5,1.5,0.5,-1.5,0.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P15,-1.5,-0.5,0.5,-1.5,0.5,-1.5,0.5,0.5,0.5,0.5,1.5,1.5,-1.5,-0.5,0.5,-0.5,0.5,1.5,1.5,-0.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P16,-0.5,-1.5,-0.5,-0.5,-0.5,-1.5,-0.5,0.5,1.5,-0.5,1.5,-1.5,-0.5,-0.5,-1.5,-1.5,1.5,-1.5,-0.5,1.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P17,-1.5,-0.5,-0.5,-1.5,1.5,-0.5,1.5,-1.5,-0.5,1.5,1.5,-1.5,-0.5,-1.5,1.5,1.5,0.5,1.5,-0.5,-0.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P18,1.5,-0.5,1.5,-0.5,-0.5,-1.5,1.5,-0.5,-0.5,1.5,1.5,-1.5,0.5,-1.5,-0.5,0.5,0.5,0.5,-1.5,1.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P19,-0.5,0.5,1.5,-1.5,-0.5,-1.5,-1.5,-0.5,-0.5,1.5,1.5,0.5,-0.5,-1.5,1.5,-0.5,0.5,0.5,1.5,0.5,1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P20,1.5,-0.5,-0.5,-1.5,0.5,1.5,1.5,-1.5,-0.5,-1.5,1.5,1.5,0.5,0.5,0.5,1.5,-0.5,-1.5,-1.5,-0.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P21,-0.5,1.5,0.5,-1.5,1.5,0.5,1.5,-1.5,-0.5,-1.5,1.5,1.5,-1.5,1.5,-0.5,-0.5,-0.5,-0.5,-1.5,-1.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P22,-1.5,1.5,0.5,-0.5,-1.5,-0.5,1.5,-0.5,1.5,1.5,1.5,0.5,-0.5,-1.5,0.5,0.5,-0.5,-1.5,-0.5,1.5,1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P23,1.5,-1.5,1.5,-1.5,0.5,1.5,-1.5,-1.5,-1.5,-1.5,1.5,1.5,-0.5,-0.5,-1.5,-1.5,0.5,-0.5,-1.5,1.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P24,-1.5,0.5,-1.5,0.5,-0.5,0.5,-1.5,-1.5,-1.5,1.5,1.5,0.5,-0.5,1.5,-0.5,-1.5,-1.5,-0.5,0.5,-0.5,1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P25,-0.5,-0.5,0.5,-1.5,-1.5,-0.5,0.5,1.5,-0.5,1.5,1.5,-0.5,-1.5,1.5,-0.5,-1.5,1.5,1.5,1.5,0.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P26,-1.5,-1.5,1.5,-1.5,-1.5,-0.5,-1.5,0.5,-1.5,-0.5,1.5,-0.5,0.5,1.5,-1.5,-0.5,-1.5,0.5,1.5,0.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P27,1.5,-0.5,1.5,-1.5,-1.5,1.5,-1.5,1.5,1.5,1.5,1.5,-1.5,1.5,0.5,0.5,0.5,1.5,-0.5,-0.5,-1.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P28,0.5,-0.5,1.5,1.5,1.5,-0.5,1.5,-1.5,0.5,1.5,1.5,1.5,-0.5,-0.5,-0.5,-0.5,-1.5,-1.5,-1.5,-0.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P29,1.5,1.5,1.5,0.5,-0.5,0.5,0.5,1.5,1.5,1.5,1.5,-1.5,0.5,1.5,-1.5,-1.5,-1.5,-0.5,-1.5,1.5,1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P30,1.5,1.5,1.5,-0.5,1.5,-0.5,0.5,0.5,0.5,1.5,1.5,0.5,-0.5,1.5,-0.5,0.5,-1.5,-0.5,0.5,1.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P31,-0.5,-0.5,1.5,1.5,-0.5,-0.5,1.5,-0.5,-0.5,1.5,1.5,0.5,-0.5,-1.5,-0.5,0.5,0.5,0.5,-1.5,0.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P32,-0.5,1.5,1.5,-1.5,-0.5,0.5,-0.5,0.5,-0.5,1.5,1.5,0.5,-0.5,-0.5,0.5,1.5,-0.5,1.5,1.5,-1.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P33,0.5,-0.5,-0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,1.5,1.5,0.5,-0.5,-1.5,1.5,1.5,0.5,0.5,0.5,-0.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P34,0.5,-1.5,1.5,-0.5,-1.5,1.5,1.5,-1.5,-1.5,-1.5,1.5,1.5,0.5,-1.5,-0.5,0.5,0.5,1.5,-1.5,-1.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P35,-0.5,-0.5,0.5,-1.5,-0.5,-0.5,-1.5,-0.5,-1.5,0.5,1.5,-0.5,0.5,-1.5,1.5,-0.5,1.5,0.5,-1.5,0.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P36,-0.5,-1.5,-0.5,-0.5,0.5,-0.5,1.5,-1.5,-0.5,-0.5,1.5,-0.5,-1.5,-0.5,-0.5,-0.5,1.5,0.5,-0.5,0.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P37,-1.5,1.5,0.5,1.5,0.5,-1.5,1.5,-1.5,0.5,1.5,1.5,-1.5,0.5,0.5,1.5,-0.5,-0.5,0.5,-1.5,-0.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P38,1.5,1.5,-1.5,0.5,0.5,-1.5,1.5,1.5,1.5,1.5,1.5,1.5,-0.5,1.5,1.5,1.5,-0.5,0.5,-1.5,-1.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P39,1.5,1.5,-0.5,0.5,-1.5,-0.5,-0.5,-0.5,0.5,1.5,1.5,1.5,0.5,-0.5,-0.5,0.5,1.5,-0.5,-0.5,-1.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P40,1.5,-1.5,-1.5,-1.5,-0.5,-0.5,-1.5,1.5,1.5,-0.5,1.5,-1.5,1.5,0.5,-1.5,-1.5,-0.5,1.5,-1.5,-0.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P41,0.5,0.5,1.5,-0.5,-1.5,1.5,-1.5,1.5,0.5,0.5,1.5,-1.5,0.5,-1.5,0.5,-1.5,-1.5,0.5,-1.5,-1.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P42,-1.5,0.5,0.5,1.5,-0.5,1.5,1.5,-1.5,1.5,-0.5,1.5,-1.5,-0.5,-1.5,-0.5,-0.5,-1.5,-1.5,-1.5,1.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
